locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKFKEDI_01022	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
EJKFKEDI_01023	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
EJKFKEDI_01024	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
EJKFKEDI_01025	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
EJKFKEDI_01026	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EJKFKEDI_01027	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
EJKFKEDI_01028	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
EJKFKEDI_01029	CDS	579				hypothetical protein
EJKFKEDI_01030	CDS	1476	ampG_2		COG0477	Anhydromuropeptide permease
EJKFKEDI_01031	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
EJKFKEDI_01032	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
EJKFKEDI_01033	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
EJKFKEDI_01034	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
EJKFKEDI_01035	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
EJKFKEDI_01036	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
EJKFKEDI_01037	CDS	492				hypothetical protein
EJKFKEDI_01038	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
EJKFKEDI_01039	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
EJKFKEDI_01040	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
EJKFKEDI_01041	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
EJKFKEDI_01042	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
EJKFKEDI_01043	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EJKFKEDI_01044	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
EJKFKEDI_01045	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
EJKFKEDI_01046	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
EJKFKEDI_01047	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
EJKFKEDI_01048	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
EJKFKEDI_01049	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
EJKFKEDI_01050	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
EJKFKEDI_01051	CDS	540	yajI			putative lipoprotein YajI
EJKFKEDI_01052	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
EJKFKEDI_01053	CDS	348				hypothetical protein
EJKFKEDI_01054	CDS	972	secF		COG0341	Protein translocase subunit SecF
EJKFKEDI_01055	CDS	1815	secD		COG0342	Protein translocase subunit SecD
EJKFKEDI_01056	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
EJKFKEDI_01057	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
EJKFKEDI_01058	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EJKFKEDI_01059	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
EJKFKEDI_01060	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
EJKFKEDI_01061	CDS	1374	proY		COG1113	Proline-specific permease ProY
EJKFKEDI_01062	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
EJKFKEDI_01063	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
EJKFKEDI_01064	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
EJKFKEDI_01065	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
EJKFKEDI_01066	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
EJKFKEDI_01067	CDS	1269	araJ		COG2814	Putative transporter AraJ
EJKFKEDI_01068	CDS	909	mak_1	2.7.1.4	COG1940	Fructokinase
EJKFKEDI_01069	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
EJKFKEDI_01070	CDS	183				hypothetical protein
EJKFKEDI_01071	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
EJKFKEDI_01072	CDS	678				hypothetical protein
EJKFKEDI_01073	CDS	192	yaiA			putative protein YaiA
EJKFKEDI_01074	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
EJKFKEDI_01075	CDS	459				hypothetical protein
EJKFKEDI_01076	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
EJKFKEDI_01077	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
EJKFKEDI_01078	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
EJKFKEDI_01079	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
EJKFKEDI_01080	CDS	261	iraP			Anti-adapter protein IraP
EJKFKEDI_01081	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
EJKFKEDI_01082	CDS	213				hypothetical protein
EJKFKEDI_01083	CDS	309	yaiY			Inner membrane protein YaiY
EJKFKEDI_01084	CDS	1095				hypothetical protein
EJKFKEDI_01085	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
EJKFKEDI_01086	CDS	102				hypothetical protein
EJKFKEDI_01087	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
EJKFKEDI_01088	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
EJKFKEDI_01089	CDS	2988				hypothetical protein
EJKFKEDI_01090	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
EJKFKEDI_01091	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
EJKFKEDI_01092	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
EJKFKEDI_01093	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
EJKFKEDI_01094	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
EJKFKEDI_01095	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
EJKFKEDI_01096	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
EJKFKEDI_01097	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
EJKFKEDI_01098	CDS	540				hypothetical protein
EJKFKEDI_01099	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
EJKFKEDI_01100	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
EJKFKEDI_01101	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
EJKFKEDI_01102	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
EJKFKEDI_01103	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
EJKFKEDI_01104	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
EJKFKEDI_01105	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
EJKFKEDI_01106	CDS	834				hypothetical protein
EJKFKEDI_01107	CDS	1092	lacI		COG1609	Lactose operon repressor
EJKFKEDI_01108	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
EJKFKEDI_01109	CDS	1254	lacY			Lactose permease
EJKFKEDI_01110	CDS	621	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
EJKFKEDI_01111	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
EJKFKEDI_01112	CDS	1260	codB_1		COG1457	Cytosine permease
EJKFKEDI_01113	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EJKFKEDI_01114	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
EJKFKEDI_01115	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
EJKFKEDI_01116	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
EJKFKEDI_01117	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
EJKFKEDI_01118	CDS	276				hypothetical protein
EJKFKEDI_01119	CDS	633	rhtC_1		COG1280	Threonine efflux protein
EJKFKEDI_01120	tRNA	81				tRNA-Ser(gga)
EJKFKEDI_01121	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
EJKFKEDI_01122	CDS	1383				hypothetical protein
EJKFKEDI_01123	CDS	951	arcC1_1	2.7.2.2		Carbamate kinase 1
EJKFKEDI_01124	CDS	1419				hypothetical protein
EJKFKEDI_01125	CDS	1548	fdrA_1		COG0074	Protein FdrA
EJKFKEDI_01126	CDS	864				hypothetical protein
EJKFKEDI_01127	CDS	606				hypothetical protein
EJKFKEDI_01128	CDS	498				hypothetical protein
EJKFKEDI_01129	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
EJKFKEDI_01130	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
EJKFKEDI_01131	CDS	2034	betT		COG1292	High-affinity choline transport protein
EJKFKEDI_01132	CDS	588	betI_1		COG1309	HTH-type transcriptional regulator BetI
EJKFKEDI_01133	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
EJKFKEDI_01134	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
EJKFKEDI_01135	CDS	282				hypothetical protein
EJKFKEDI_01136	CDS	564				ISKra4 family transposase ISCep1
EJKFKEDI_01137	CDS	795				hypothetical protein
EJKFKEDI_01138	CDS	141				hypothetical protein
EJKFKEDI_01139	CDS	762				hypothetical protein
EJKFKEDI_01140	CDS	2292				hypothetical protein
EJKFKEDI_01141	CDS	669				hypothetical protein
EJKFKEDI_01142	CDS	696	lutC		COG1556	Lactate utilization protein C
EJKFKEDI_01143	CDS	1428	lutB		COG1139	Lactate utilization protein B
EJKFKEDI_01144	CDS	720	lutA_1		COG0247	Lactate utilization protein A
EJKFKEDI_01145	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
EJKFKEDI_01146	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EJKFKEDI_01147	CDS	594	rclC		COG3059	Inner membrane protein RclC
EJKFKEDI_01148	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
EJKFKEDI_01149	CDS	858	rob_1		COG2207	Right origin-binding protein
EJKFKEDI_01150	CDS	4248				hypothetical protein
EJKFKEDI_01151	CDS	852	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
EJKFKEDI_01152	CDS	990	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
EJKFKEDI_01153	CDS	894	pgrR_1			HTH-type transcriptional regulator PgrR
EJKFKEDI_01154	CDS	927	pgrR_2			HTH-type transcriptional regulator PgrR
EJKFKEDI_01155	CDS	921	ycjY_1		COG1073	putative protein YcjY
EJKFKEDI_01156	CDS	1143		1.-.-.-		NADH oxidase
EJKFKEDI_01157	CDS	102	ykgR			putative membrane protein YkgR
EJKFKEDI_01158	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
EJKFKEDI_01159	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
EJKFKEDI_01160	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
EJKFKEDI_01161	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
EJKFKEDI_01162	CDS	669	ecpB			putative fimbrial chaperone EcpB
EJKFKEDI_01163	CDS	2526	ecpC			putative outer membrane usher protein EcpC
EJKFKEDI_01164	CDS	1644	ecpD			Fimbria adhesin EcpD
EJKFKEDI_01165	CDS	711	ecpE			putative fimbrial chaperone EcpE
EJKFKEDI_01166	CDS	615	yagU		COG3477	Inner membrane protein YagU
EJKFKEDI_01167	CDS	336				hypothetical protein
EJKFKEDI_01168	CDS	777				hypothetical protein
EJKFKEDI_01169	CDS	921				hypothetical protein
EJKFKEDI_01170	CDS	783				hypothetical protein
EJKFKEDI_01171	CDS	3099				hypothetical protein
EJKFKEDI_01172	CDS	1638				hypothetical protein
EJKFKEDI_01173	CDS	1248				hypothetical protein
EJKFKEDI_01174	CDS	471				hypothetical protein
EJKFKEDI_01175	tRNA	76				tRNA-Thr(cgt)
EJKFKEDI_01176	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EJKFKEDI_01177	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EJKFKEDI_01178	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
EJKFKEDI_01179	CDS	402	crl			Sigma factor-binding protein Crl
EJKFKEDI_01180	CDS	1245				hypothetical protein
EJKFKEDI_01181	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EJKFKEDI_01182	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EJKFKEDI_01183	CDS	615	prfA_1		COG0216	Peptide chain release factor 1
EJKFKEDI_01184	CDS	1140	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
EJKFKEDI_01185	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
EJKFKEDI_01186	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
EJKFKEDI_01187	CDS	924	lafU		COG1360	Chemotaxis protein LafU
EJKFKEDI_01188	CDS	864	lafT		COG1291	Chemotaxis protein LafT
EJKFKEDI_01189	CDS	717	lafS		COG1191	RNA polymerase sigma factor for flagellar operon
EJKFKEDI_01190	CDS	468				hypothetical protein
EJKFKEDI_01191	CDS	1062				hypothetical protein
EJKFKEDI_01192	CDS	312				hypothetical protein
EJKFKEDI_01193	CDS	393	fliS_2		COG1516	Flagellar secretion chaperone FliS
EJKFKEDI_01194	CDS	1317	fliD_2		COG1345	Flagellar hook-associated protein 2
EJKFKEDI_01195	CDS	915	fliC1			Flagellin 1
EJKFKEDI_01196	CDS	843				hypothetical protein
EJKFKEDI_01197	CDS	978				hypothetical protein
EJKFKEDI_01198	CDS	930	flgL_1		COG1344	Flagellar hook-associated protein 3
EJKFKEDI_01199	CDS	1377				hypothetical protein
EJKFKEDI_01200	CDS	300				hypothetical protein
EJKFKEDI_01201	CDS	1101	flgI_1			Flagellar P-ring protein
EJKFKEDI_01202	CDS	741	flgH_1			Flagellar L-ring protein
EJKFKEDI_01203	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
EJKFKEDI_01204	CDS	738	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
EJKFKEDI_01205	CDS	1203	flgE_1		COG1749	Flagellar hook protein FlgE
EJKFKEDI_01206	CDS	714				hypothetical protein
EJKFKEDI_01207	CDS	432	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
EJKFKEDI_01208	CDS	336	flgB_1		COG1815	Flagellar basal body rod protein FlgB
EJKFKEDI_01209	CDS	738				hypothetical protein
EJKFKEDI_01210	CDS	279				hypothetical protein
EJKFKEDI_01211	CDS	429				hypothetical protein
EJKFKEDI_01212	CDS	933				hypothetical protein
EJKFKEDI_01213	CDS	2439				hypothetical protein
EJKFKEDI_01214	CDS	96				hypothetical protein
EJKFKEDI_01215	CDS	402				hypothetical protein
EJKFKEDI_01216	CDS	549				hypothetical protein
EJKFKEDI_01217	CDS	348				hypothetical protein
EJKFKEDI_01218	CDS	396	tagD_1	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
EJKFKEDI_01219	CDS	435				hypothetical protein
EJKFKEDI_01220	CDS	1341	fliI_2	7.1.2.2	COG1157	Flagellum-specific ATP synthase
EJKFKEDI_01221	CDS	711				hypothetical protein
EJKFKEDI_01222	CDS	1011	fliG_2		COG1536	Flagellar motor switch protein FliG
EJKFKEDI_01223	CDS	1647	fliF_2		COG1766	Flagellar M-ring protein
EJKFKEDI_01224	CDS	342	fliE_2			Flagellar hook-basal body complex protein FliE
EJKFKEDI_01225	CDS	987	vnfA		COG3604	Nitrogen fixation protein VnfA
EJKFKEDI_01226	CDS	852				hypothetical protein
EJKFKEDI_01227	CDS	372				hypothetical protein
EJKFKEDI_01228	CDS	753	fliP_2		COG1338	Flagellar biosynthetic protein FliP
EJKFKEDI_01229	CDS	273				hypothetical protein
EJKFKEDI_01230	CDS	783	fliR_2		COG1684	Flagellar biosynthetic protein FliR
EJKFKEDI_01231	CDS	1140	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
EJKFKEDI_01232	CDS	2094	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
EJKFKEDI_01233	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
EJKFKEDI_01234	CDS	759				hypothetical protein
EJKFKEDI_01235	CDS	741				hypothetical protein
EJKFKEDI_01236	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
EJKFKEDI_01237	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
EJKFKEDI_01238	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
EJKFKEDI_01239	CDS	447	ivy			Inhibitor of vertebrate lysozyme
EJKFKEDI_01240	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
EJKFKEDI_01241	tRNA	77				tRNA-Asp(gtc)
EJKFKEDI_01242	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EJKFKEDI_01243	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
EJKFKEDI_01244	CDS	723				hypothetical protein
EJKFKEDI_01245	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
EJKFKEDI_01246	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
EJKFKEDI_01247	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
EJKFKEDI_01248	CDS	825				hypothetical protein
EJKFKEDI_01249	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
EJKFKEDI_01250	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
EJKFKEDI_01251	tRNA	77				tRNA-Asp(gtc)
EJKFKEDI_01252	rRNA	111				5S ribosomal RNA
EJKFKEDI_01253	rRNA	2901				23S ribosomal RNA
EJKFKEDI_01254	tRNA	76				tRNA-Ala(tgc)
EJKFKEDI_01255	tRNA	77				tRNA-Ile(gat)
EJKFKEDI_01256	rRNA	1538				16S ribosomal RNA
EJKFKEDI_01257	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EJKFKEDI_01258	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EJKFKEDI_01259	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
EJKFKEDI_01260	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
EJKFKEDI_01261	CDS	405	rcsF			Outer membrane lipoprotein RcsF
EJKFKEDI_01262	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
EJKFKEDI_01263	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EJKFKEDI_01264	CDS	825				hypothetical protein
EJKFKEDI_01265	CDS	711	nlpE		COG3015	Lipoprotein NlpE
EJKFKEDI_01266	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
EJKFKEDI_01267	CDS	546	yaeQ		COG4681	putative protein YaeQ
EJKFKEDI_01268	CDS	201				hypothetical protein
EJKFKEDI_01269	CDS	261	rof		COG4568	Protein rof
EJKFKEDI_01270	CDS	1314	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EJKFKEDI_01271	CDS	390				hypothetical protein
EJKFKEDI_01272	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
EJKFKEDI_01273	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EJKFKEDI_01274	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EJKFKEDI_01275	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EJKFKEDI_01276	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
EJKFKEDI_01277	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EJKFKEDI_01278	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EJKFKEDI_01279	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
EJKFKEDI_01280	CDS	486	skp		COG2825	Chaperone protein Skp
EJKFKEDI_01281	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
EJKFKEDI_01282	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
EJKFKEDI_01283	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
EJKFKEDI_01284	CDS	153				hypothetical protein
EJKFKEDI_01285	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EJKFKEDI_01286	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
EJKFKEDI_01287	CDS	558	frr		COG0233	Ribosome-recycling factor
EJKFKEDI_01288	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
EJKFKEDI_01289	CDS	852	tsf		COG0264	Elongation factor Ts
EJKFKEDI_01290	CDS	726	rpsB		COG0052	30S ribosomal protein S2
EJKFKEDI_01291	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
EJKFKEDI_01292	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
EJKFKEDI_01293	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EJKFKEDI_01294	CDS	387				hypothetical protein
EJKFKEDI_01295	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
EJKFKEDI_01296	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
EJKFKEDI_01297	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
EJKFKEDI_01298	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
EJKFKEDI_01299	CDS	801	btuF_2		COG0614	Vitamin B12-binding protein
EJKFKEDI_01300	CDS	624				hypothetical protein
EJKFKEDI_01301	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
EJKFKEDI_01302	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
EJKFKEDI_01303	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EJKFKEDI_01304	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
EJKFKEDI_01305	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EJKFKEDI_01306	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EJKFKEDI_01307	CDS	2250	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
EJKFKEDI_01308	CDS	1011				hypothetical protein
EJKFKEDI_01309	CDS	2478	yraJ		COG3188	Outer membrane usher protein YraJ
EJKFKEDI_01310	CDS	717	fimC_1			Chaperone protein FimC
EJKFKEDI_01311	CDS	567				hypothetical protein
EJKFKEDI_01312	CDS	2526	mrcB		COG0744	Penicillin-binding protein 1B
EJKFKEDI_01313	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
EJKFKEDI_01314	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
EJKFKEDI_01315	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
EJKFKEDI_01316	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
EJKFKEDI_01317	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
EJKFKEDI_01318	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
EJKFKEDI_01319	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EJKFKEDI_01320	CDS	585	yadN			putative fimbrial-like protein YadN
EJKFKEDI_01321	CDS	741	yadV			putative fimbrial chaperone YadV
EJKFKEDI_01322	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
EJKFKEDI_01323	CDS	573	yadM			putative fimbrial-like protein YadM
EJKFKEDI_01324	CDS	603	yadL			putative fimbrial-like protein YadL
EJKFKEDI_01325	CDS	597	yadK			putative fimbrial-like protein YadK
EJKFKEDI_01326	CDS	1254	yadC			putative fimbrial-like protein YadC
EJKFKEDI_01327	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EJKFKEDI_01328	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
EJKFKEDI_01329	CDS	198				hypothetical protein
EJKFKEDI_01330	CDS	921				ISNCY family transposase ISRor2
EJKFKEDI_01331	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
EJKFKEDI_01332	CDS	1230				hypothetical protein
EJKFKEDI_01333	CDS	441				hypothetical protein
EJKFKEDI_01334	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
EJKFKEDI_01335	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
EJKFKEDI_01336	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
EJKFKEDI_01337	CDS	549	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
EJKFKEDI_01338	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
EJKFKEDI_01339	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
EJKFKEDI_01340	CDS	309				hypothetical protein
EJKFKEDI_01341	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
EJKFKEDI_01342	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
EJKFKEDI_01343	CDS	363				hypothetical protein
EJKFKEDI_01344	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
EJKFKEDI_01345	CDS	1764				hypothetical protein
EJKFKEDI_01346	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
