Plasmid,Plasmid Length,Resistance,Resistance Gene,Resistance Count,TF Protein,TF Gene,TF Gene Simplified,TF Count,DeepTFactor Locus_ID,DeepTF Count
NZ_CP019054.1,116029,"['BLEOMYCIN', 'HYGROMYCIN', 'GENTAMICIN', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'STREPTOMYCIN', 'KANAMYCIN']","['bleO', 'aph(4)-Ia', 'aac(3)-IVa', 'sul1', 'aadA2', 'dfrA12', ""aph(3'')-Ib"", 'aph(6)-Id', ""aph(3')-Ia""]",9,['Antirepressor protein 1 (ant1) (Repressor bypass protein B) (rebB) [Cleaved into: Antirepressor protein 2 (ant2) (Repressor bypass protein A) (rebA)]'],['ant reb'],['ant'],1,"['DLGCIIIL_00007', 'DLGCIIIL_00016', 'DLGCIIIL_00017', 'DLGCIIIL_00019', 'DLGCIIIL_00042', 'DLGCIIIL_00121']",6
NZ_CP019055.1,184167,['None'],['None'],0,"['Uncharacterized HTH-type transcriptional regulator YdhB', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein RepA2 (Protein CopB)', 'Uncharacterized HTH-type transcriptional regulator YahB']","['ydhB b1659 JW1651', 'finO', 'repA2 copB ECOK12F006', 'yahB b0316 JW0308']","['ydhB', 'finO', 'repA2', 'yahB']",4,"['KEFOEADM_00012', 'KEFOEADM_00013', 'KEFOEADM_00016', 'KEFOEADM_00035', 'KEFOEADM_00038', 'KEFOEADM_00039', 'KEFOEADM_00040', 'KEFOEADM_00067', 'KEFOEADM_00068', 'KEFOEADM_00071', 'KEFOEADM_00101', 'KEFOEADM_00112', 'KEFOEADM_00117', 'KEFOEADM_00118', 'KEFOEADM_00126', 'KEFOEADM_00133', 'KEFOEADM_00144', 'KEFOEADM_00148', 'KEFOEADM_00155', 'KEFOEADM_00179', 'KEFOEADM_00180', 'KEFOEADM_00184']",22
NZ_CP019072.1,33859,['COLISTIN'],['mcr-1.1'],1,['None'],['None'],['None'],0,['DMPANPGK_00034'],1
NZ_CP019073.1,46146,"['BLEOMYCIN', 'CARBAPENEM']","['ble-MBL', 'blaNDM-5']",2,['None'],['None'],['None'],0,"['DGLEFGKN_00008', 'DGLEFGKN_00018']",2
NZ_CP019074.1,73993,"['GENTAMICIN', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'BLEOMYCIN', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'TETRACYCLINE', 'BETA-LACTAM', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'TETRACYCLINE', 'CHLORAMPHENICOL;FLORFENICOL']","['aac(3)-IId', 'dfrA12', 'aadA2', 'bleO', 'oqxA', 'oqxB', 'tet(A)', 'blaTEM-150', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'tet(A)', 'floR']",13,"['HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)', 'Tetracycline repressor protein class A from transposon 1721', 'Mercuric resistance operon regulatory protein', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'Virulence regulon transcriptional activator VirB (Cell invasion regulator InvE)']","['gbdR PA5380', 'tetR', 'merR', 'nmcR', 'virB invE']","['gbdR', 'tetR', 'merR', 'nmcR', 'virB']",5,"['LAOHNJBB_00009', 'LAOHNJBB_00013', 'LAOHNJBB_00039', 'LAOHNJBB_00044', 'LAOHNJBB_00048', 'LAOHNJBB_00054', 'LAOHNJBB_00057', 'LAOHNJBB_00062', 'LAOHNJBB_00063', 'LAOHNJBB_00066', 'LAOHNJBB_00076']",11
NZ_CP019075.1,96987,['None'],['None'],0,['Antirepressor protein 1 (ant1) (Repressor bypass protein B) (rebB) [Cleaved into: Antirepressor protein 2 (ant2) (Repressor bypass protein A) (rebA)]'],['ant reb'],['ant'],1,"['PHMMDINM_00010', 'PHMMDINM_00018', 'PHMMDINM_00029', 'PHMMDINM_00038', 'PHMMDINM_00039', 'PHMMDINM_00063']",6
NZ_CP019076.1,127773,"['TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'GENTAMICIN', 'CEPHALOSPORIN', 'CEPHALOSPORIN', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN', 'TETRACYCLINE']","['dfrA17', 'aadA5', 'sul1', 'mph(A)', 'aac(3)-IIe', 'blaCTX-M-15', 'blaOXA-1', ""aac(6')-Ib-D181Y"", 'tet(A)']",9,"['HTH-type transcriptional regulator RafR (Raffinose operon repressor)', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class A from transposon 1721', 'Replication regulatory protein RepA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['rafR', 'Rv3488', 'yfiR BSU08370', 'tetR', 'repA2 copB ECOK12F006', 'finO']","['rafR', 'Rv3488', 'yfiR', 'tetR', 'repA2', 'finO']",6,"['IFKKANDJ_00045', 'IFKKANDJ_00047', 'IFKKANDJ_00048', 'IFKKANDJ_00061', 'IFKKANDJ_00085', 'IFKKANDJ_00096', 'IFKKANDJ_00105', 'IFKKANDJ_00117', 'IFKKANDJ_00121', 'IFKKANDJ_00127', 'IFKKANDJ_00136']",11
NZ_CP019244.1,71431,"['PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE']","['oqxB', 'oqxA']",2,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB repB CP0258', 'finO']","['repA2', 'finO']",2,"['KFMNDOIH_00004', 'KFMNDOIH_00056', 'KFMNDOIH_00057']",3
NZ_CP019246.1,45157,['None'],['None'],0,['None'],['None'],['None'],0,"['GCDCMNIN_00005', 'GCDCMNIN_00011']",2
NZ_CP019247.1,151050,"['TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'BETA-LACTAM', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'BLEOMYCIN', 'TETRACYCLINE']","['dfrA1', 'aadA1', 'sul1', 'mph(A)', ""aph(3'')-Ib"", 'aph(6)-Id', 'blaTEM-1', 'oqxB', 'oqxA', 'bleO', 'tet(A)']",11,"['Replication regulatory protein repA2 (Protein CopB)', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class A from transposon 1721', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB repB CP0258', 'Rv3488', 'yfiR BSU08370', 'tetR', 'finO']","['repA2', 'Rv3488', 'yfiR', 'tetR', 'finO']",5,"['AGGOGIHF_00016', 'AGGOGIHF_00022', 'AGGOGIHF_00023', 'AGGOGIHF_00029', 'AGGOGIHF_00041', 'AGGOGIHF_00047', 'AGGOGIHF_00069', 'AGGOGIHF_00072', 'AGGOGIHF_00073', 'AGGOGIHF_00076', 'AGGOGIHF_00081', 'AGGOGIHF_00083', 'AGGOGIHF_00092', 'AGGOGIHF_00093', 'AGGOGIHF_00095', 'AGGOGIHF_00126']",16
NZ_CP019248.1,121976,"['STREPTOMYCIN', 'STREPTOMYCIN']","[""aph(3'')-Ib"", 'aph(6)-Id']",2,"['Transcriptional repressor PifC (Protein C)', 'Probable HTH-type transcriptional regulator YgaV', 'Arsenical resistance operon trans-acting repressor ArsD', 'Arsenical resistance operon repressor', 'Response regulator UvrY']","['pifC C repC ECOK12F041', 'ygaV b2667 JW2642', 'arsD', 'arsR', 'uvrY c2327']","['pifC', 'ygaV', 'arsD', 'arsR', 'uvrY']",5,"['HCFONKDD_00046', 'HCFONKDD_00050', 'HCFONKDD_00065', 'HCFONKDD_00076', 'HCFONKDD_00086', 'HCFONKDD_00088', 'HCFONKDD_00107', 'HCFONKDD_00108', 'HCFONKDD_00110', 'HCFONKDD_00119']",10
NZ_CP019249.1,38094,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,['CBPIMPKO_00037'],1
NZ_CP019251.1,162358,"['KANAMYCIN', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'BETA-LACTAM', 'TETRACYCLINE', 'CHLORAMPHENICOL', 'TRIMETHOPRIM', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'BLEOMYCIN']","[""aph(3')-Ia"", 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', 'blaTEM-1', 'tet(B)', 'catA1', 'dfrA17', 'oqxB', 'oqxA', 'bleO']",11,"['Replication regulatory protein RepA2 (Protein CopB)', 'Mercuric resistance operon regulatory protein', 'HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Tetracycline repressor protein class B from transposon Tn10', 'Uncharacterized HTH-type transcriptional regulator YdfF', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB ECOK12F006', 'merR', 'merD', 'tetR', 'ydfF BSU05390', 'finO']","['repA2', 'merR', 'merD', 'tetR', 'ydfF', 'finO']",6,"['GELBAJNH_00002', 'GELBAJNH_00003', 'GELBAJNH_00012', 'GELBAJNH_00017', 'GELBAJNH_00032', 'GELBAJNH_00035', 'GELBAJNH_00036', 'GELBAJNH_00082', 'GELBAJNH_00084', 'GELBAJNH_00088', 'GELBAJNH_00122', 'GELBAJNH_00140', 'GELBAJNH_00166']",13
NZ_CP019252.1,123054,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['BOPLICKN_00031', 'BOPLICKN_00050', 'BOPLICKN_00051', 'BOPLICKN_00053', 'BOPLICKN_00072', 'BOPLICKN_00089', 'BOPLICKN_00093']",7
NZ_CP019253.1,120301,"['FOSFOMYCIN', 'MACROLIDE', 'KANAMYCIN']","['fosA3', 'mph(A)', ""aph(3')-IIa""]",3,"['HTH-type transcriptional regulator YdeO', 'Uncharacterized HTH-type transcriptional regulator YfiR']","['Z2209 ECs2104', 'yfiR BSU08370']","['Z2209', 'yfiR']",2,"['AEMANEMD_00059', 'AEMANEMD_00064', 'AEMANEMD_00081', 'AEMANEMD_00085', 'AEMANEMD_00111']",5
NZ_CP019254.1,76785,['COLISTIN'],['mcr-1.1'],1,['Transcriptional activatory protein CaiF'],['caiF SF0031 S0033'],['caiF'],1,[],0
NZ_CP019255.1,18061,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP019257.1,36173,['None'],['None'],0,['None'],['None'],['None'],0,['DMDHECHJ_00006'],1
NZ_CP019258.1,75008,['None'],['None'],0,['HTH-type transcriptional regulator DicA (Repressor protein of division inhibition gene dicA)'],['dicA b1570 JW1562'],['dicA'],1,"['HFAIEBOG_00001', 'HFAIEBOG_00011', 'HFAIEBOG_00012', 'HFAIEBOG_00025', 'HFAIEBOG_00026', 'HFAIEBOG_00048', 'HFAIEBOG_00058', 'HFAIEBOG_00064', 'HFAIEBOG_00100']",9
NZ_CP019353.1,265135,"['COLISTIN', 'MACROLIDE', 'TETRACYCLINE', 'QUINOLONE', 'RIFAMYCIN', 'CHLORAMPHENICOL', 'CEPHALOSPORIN', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'SULFONAMIDE', 'CHLORAMPHENICOL;FLORFENICOL', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'CHLORAMPHENICOL', 'STREPTOMYCIN', 'SULFONAMIDE', 'KANAMYCIN', 'SULFONAMIDE', 'BLEOMYCIN', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE']","['mcr-1.1', 'mph(A)', 'tet(A)', 'qnrS1', 'arr-2', 'cmlA5', 'blaOXA-10', 'aadA1', 'dfrA14', 'sul2', 'floR', 'dfrA12', 'aadA2', 'cmlA1', 'aadA1', 'sul3', ""aph(3')-Ia"", 'sul1', 'bleO', 'oqxA2', 'oqxB2']",21,"['Probable tellurium resistance transcriptional regulator TerW', 'Uncharacterized HTH-type transcriptional regulator MJ0272', 'Probable HTH-type transcriptional regulator YgaV', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class A from transposon 1721', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'Tetracycline repressor protein class H']","['terW', 'MJ0272', 'ygaV b2667 JW2642', 'yfiR BSU08370', 'tetR', 'nmcR', 'tetR']","['terW', 'MJ0272', 'ygaV', 'yfiR', 'tetR', 'nmcR', 'tetR']",7,"['OCGLJDBA_00038', 'OCGLJDBA_00041', 'OCGLJDBA_00052', 'OCGLJDBA_00053', 'OCGLJDBA_00059', 'OCGLJDBA_00065', 'OCGLJDBA_00079', 'OCGLJDBA_00083', 'OCGLJDBA_00084', 'OCGLJDBA_00125', 'OCGLJDBA_00128', 'OCGLJDBA_00159', 'OCGLJDBA_00172', 'OCGLJDBA_00204', 'OCGLJDBA_00209', 'OCGLJDBA_00221', 'OCGLJDBA_00226']",17
NZ_CP019354.1,107662,['None'],['None'],0,['None'],['None'],['None'],0,"['IEKIALME_00007', 'IEKIALME_00027', 'IEKIALME_00045', 'IEKIALME_00104', 'IEKIALME_00105']",5
NZ_CP019356.1,275900,"['PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'TETRACYCLINE', 'COLISTIN', 'STREPTOMYCIN', 'CHLORAMPHENICOL', 'STREPTOMYCIN', 'SULFONAMIDE', 'KANAMYCIN']","['oqxA', 'oqxB', 'sul1', 'aadA2', 'dfrA12', 'tet(A)', 'mcr-1.1', 'aadA2', 'cmlA1', 'aadA1', 'sul3', ""aph(3')-Ia""]",12,"['Probable tellurium resistance transcriptional regulator TerW', 'Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)', 'Tetracycline repressor protein class A from transposon 1721', 'Probable transcriptional regulatory protein SilR', 'Uncharacterized HTH-type transcriptional regulator MTH_1328', 'HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Mercuric resistance operon regulatory protein', 'HTH-type transcriptional regulator CdhR (Carnitine catabolism transcriptional activator)', 'Uncharacterized HTH-type transcriptional regulator MJ0272']","['terW', 'Cftr Abcc7', 'tetR', 'silR', 'MTH_1328', 'merD', 'merR', 'cdhR PA5389', 'MJ0272']","['terW', 'Cftr', 'tetR', 'silR', 'MTH_1328', 'merD', 'merR', 'cdhR', 'MJ0272']",9,"['HHBOPLAA_00065', 'HHBOPLAA_00066', 'HHBOPLAA_00081', 'HHBOPLAA_00087', 'HHBOPLAA_00103', 'HHBOPLAA_00203', 'HHBOPLAA_00238', 'HHBOPLAA_00243', 'HHBOPLAA_00274', 'HHBOPLAA_00279', 'HHBOPLAA_00286', 'HHBOPLAA_00287', 'HHBOPLAA_00298']",13
NZ_CP019357.1,67404,['MACROLIDE'],['erm(B)'],1,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB', 'finO']","['repA2', 'finO']",2,['INJFJPOO_00054'],1
NZ_CP019358.1,86029,['CEPHALOSPORIN'],['blaCTX-M-55'],1,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['IJNEMKAD_00012', 'IJNEMKAD_00031', 'IJNEMKAD_00050']",3
NZ_CP019360.1,349249,"['PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'BLEOMYCIN', 'GENTAMICIN', 'MACROLIDE', 'KANAMYCIN', 'SULFONAMIDE', 'HYGROMYCIN', 'GENTAMICIN', 'CEPHALOSPORIN', 'FOSFOMYCIN', 'COLISTIN']","['oqxB', 'oqxA', 'bleO', 'aac(3)-IId', 'mph(A)', ""aph(3')-Ia"", 'sul2', 'aph(4)-Ia', 'aac(3)-IVa', 'blaCTX-M-14', 'fosA3', 'mcr-1.1']",12,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein RepA2 (Protein CopB)', 'Mercuric resistance operon regulatory protein', 'HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Response regulator protein GraR (Glycopeptide resistance-associated protein R)', 'Uncharacterized HTH-type transcriptional regulator MJ0272', 'Probable tellurium resistance transcriptional regulator TerW']","['finO', 'repA2 copB ECOK12F006', 'merR', 'merD', 'yfiR BSU08370', 'graR SAR0669', 'MJ0272', 'terW']","['finO', 'repA2', 'merR', 'merD', 'yfiR', 'graR', 'MJ0272', 'terW']",8,"['CAMBDCDA_00002', 'CAMBDCDA_00008', 'CAMBDCDA_00009', 'CAMBDCDA_00021', 'CAMBDCDA_00117', 'CAMBDCDA_00139', 'CAMBDCDA_00142', 'CAMBDCDA_00143', 'CAMBDCDA_00146', 'CAMBDCDA_00154', 'CAMBDCDA_00177', 'CAMBDCDA_00194', 'CAMBDCDA_00216', 'CAMBDCDA_00223', 'CAMBDCDA_00228', 'CAMBDCDA_00242', 'CAMBDCDA_00283', 'CAMBDCDA_00296', 'CAMBDCDA_00327', 'CAMBDCDA_00330', 'CAMBDCDA_00370', 'CAMBDCDA_00371', 'CAMBDCDA_00385']",23
NZ_CP019393.1,63531,['CEPHALOSPORIN'],['blaCTX-M-132'],1,['Transcriptional activatory protein CaiF'],['caiF SF0031 S0033'],['caiF'],1,"['GKGBIELO_00036', 'GKGBIELO_00037']",2
NZ_CP019394.1,248459,"['COLISTIN', 'FOSFOMYCIN', 'CEPHALOSPORIN', 'GENTAMICIN', 'HYGROMYCIN', 'SULFONAMIDE', 'CHLORAMPHENICOL;FLORFENICOL', 'STREPTOMYCIN', 'CHLORAMPHENICOL', 'STREPTOMYCIN', 'SULFONAMIDE', 'SULFONAMIDE', 'BLEOMYCIN', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE']","['mcr-1.1', 'fosA3', 'blaCTX-M-14', 'aac(3)-IVa', 'aph(4)-Ia', 'sul2', 'floR', 'aadA2', 'cmlA1', 'aadA1', 'sul3', 'sul1', 'bleO', 'oqxA2', 'oqxB2']",15,"['Probable tellurium resistance transcriptional regulator TerW', 'Uncharacterized HTH-type transcriptional regulator MJ0272', 'Response regulator protein GraR (Glycopeptide resistance-associated protein R)', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator']","['terW', 'MJ0272', 'graR SAR0669', 'nmcR']","['terW', 'MJ0272', 'graR', 'nmcR']",4,"['DJPGLCHO_00054', 'DJPGLCHO_00059', 'DJPGLCHO_00072', 'DJPGLCHO_00116', 'DJPGLCHO_00225', 'DJPGLCHO_00237', 'DJPGLCHO_00238', 'DJPGLCHO_00244', 'DJPGLCHO_00250', 'DJPGLCHO_00265', 'DJPGLCHO_00266']",11
NZ_CP019395.1,91320,"['MACROLIDE', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'KANAMYCIN', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'AMINOGLYCOSIDE', 'BETA-LACTAM', 'CHLORAMPHENICOL;FLORFENICOL', 'TETRACYCLINE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'FOSFOMYCIN']","['mph(A)', 'oqxA', 'oqxB', ""aph(3')-IIa"", 'dfrA12', 'aadA2', 'sul1', 'rmtB1', 'blaTEM-1', 'floR', 'tet(A)', 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', 'fosA3']",15,"['Probable HTH-type transcriptional regulator YgaV', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'Tetracycline repressor protein class A from transposon 1721', 'Response regulator protein GraR (Glycopeptide resistance-associated protein R)', 'Transcriptional repressor PifC (Protein C)']","['ygaV b2667 JW2642', 'yfiR BSU08370', 'nmcR', 'tetR', 'graR SAR0669', 'pifC C repC ECOK12F041']","['ygaV', 'yfiR', 'nmcR', 'tetR', 'graR', 'pifC']",6,"['IDFHCAKA_00003', 'IDFHCAKA_00030', 'IDFHCAKA_00046', 'IDFHCAKA_00047', 'IDFHCAKA_00052', 'IDFHCAKA_00055', 'IDFHCAKA_00061', 'IDFHCAKA_00078', 'IDFHCAKA_00081']",9
NZ_CP019456.1,159822,['None'],['None'],0,"['Virulence regulon transcriptional activator VirB (Cell invasion regulator InvE)', 'Major pilu subunit operon regulatory protein PapB', 'Transcriptional regulatory protein HprR (Hydrogen peroxide response regulator)', 'Type 1 fimbriae regulatory protein FimB', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['virB invE', 'papB', 'hprR yedW b1969 JW5322', 'fimB b4312 JW4275', 'repA2 copB L7006 ECO57PM67', 'finO']","['virB', 'papB', 'hprR', 'fimB', 'repA2', 'finO']",6,"['LLDKLMIK_00005', 'LLDKLMIK_00043', 'LLDKLMIK_00070']",3
NZ_CP019904.1,108341,['None'],['None'],0,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)', 'HTH-type transcriptional regulator EstR (Esterase operon transcriptional regulator)', 'Transcriptional repressor MprA (Protein EmrR)', 'HTH-type transcriptional repressor ComR (Copper outer membrane regulator)', 'Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR (Intercellular adhesion protein R)']","['finO', 'repA2 copB', 'estR ACIAD1063', 'mprA emrR b2684 JW2659', 'comR ycfQ b1111 JW5159', 'icaR MW2585']","['finO', 'repA2', 'estR', 'mprA', 'comR', 'icaR']",6,"['ELHMOHME_00020', 'ELHMOHME_00029', 'ELHMOHME_00039', 'ELHMOHME_00043', 'ELHMOHME_00062', 'ELHMOHME_00087', 'ELHMOHME_00111']",7
NZ_CP019905.1,142305,"['CEPHALOSPORIN', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'KANAMYCIN', 'STREPTOMYCIN', 'STREPTOMYCIN', 'BLEOMYCIN', 'KANAMYCIN']","['blaSHV-12', 'dfrA12', 'aadA2', 'sul1', 'mph(A)', ""aph(3')-Ia"", 'aph(6)-Id', ""aph(3'')-Ib"", 'ble_Tn5', ""aph(3')-IIa""]",10,"['Transcriptional repressor PifC (Protein C)', 'Probable HTH-type transcriptional regulator YgaV', 'Uncharacterized HTH-type transcriptional regulator YgbI', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)', 'Arsenical resistance operon repressor', 'Response regulator UvrY']","['pifC C repC ECOK12F041', 'ygaV b2667 JW2642', 'ygbI b2735 JW2705', 'Rv3488', 'yfiR BSU08370', 'POB3 DEHA2D11374g', 'arsR', 'uvrY c2327']","['pifC', 'ygaV', 'ygbI', 'Rv3488', 'yfiR', 'POB3', 'arsR', 'uvrY']",8,"['IHIPIBEP_00021', 'IHIPIBEP_00044', 'IHIPIBEP_00048', 'IHIPIBEP_00056', 'IHIPIBEP_00082', 'IHIPIBEP_00083', 'IHIPIBEP_00095', 'IHIPIBEP_00105', 'IHIPIBEP_00172']",9
NZ_CP019906.1,29169,['None'],['None'],0,"['DnaA regulatory inactivator Hda', 'Glycine cleavage system transcriptional repressor (Gcv operon repressor)']","['hda SSON_2578', 'gcvR SF2522 S2672']","['hda', 'gcvR']",2,[],0
NZ_CP019907.1,20226,['None'],['None'],0,"['Trans-acting regulatory protein HvrA', 'Putative MucR family transcriptional regulatory protein y4pD']","['hvrA', 'NGR_a02080 y4pD']","['hvrA', 'NGR_a02080']",2,"['EALOIPBE_00011', 'EALOIPBE_00016', 'EALOIPBE_00026']",3
NZ_CP019908.1,33305,['None'],['None'],0,['None'],['None'],['None'],0,['OFNPPFPH_00018'],1
NZ_CP019909.1,85010,['None'],['None'],0,"['Virulence regulon transcriptional activator VirB (Cell invasion regulator InvE)', 'Uncharacterized HTH-type transcriptional regulator YdhB', 'Uncharacterized HTH-type transcriptional regulator YahB', 'Replication regulatory protein RepA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['virB invE', 'ydhB b1659 JW1651', 'yahB b0316 JW0308', 'repA2 copB ECOK12F006', 'finO']","['virB', 'ydhB', 'yahB', 'repA2', 'finO']",5,"['COELGMLM_00023', 'COELGMLM_00034', 'COELGMLM_00037', 'COELGMLM_00038', 'COELGMLM_00046', 'COELGMLM_00057', 'COELGMLM_00062', 'COELGMLM_00063']",8
NZ_CP019910.1,68787,['FOSFOMYCIN'],['fosA8'],1,"['TrfB transcriptional repressor protein (Regulatory protein KorA)', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['trfB korA', 'repA2 copB', 'finO']","['trfB', 'repA2', 'finO']",3,['CDMOHONA_00038'],1
NZ_CP020376.1,31225,['COLISTIN'],['mcr-1.1'],1,['None'],['None'],['None'],0,['KMPBJPEI_00008'],1
NZ_CP020496.1,120669,"['TETRACYCLINE', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'BETA-LACTAM', 'CEPHALOSPORIN', 'CEPHALOSPORIN', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN', 'GENTAMICIN']","['tet(B)', 'dfrA17', 'aadA5', 'sul1', 'blaTEM-1', 'blaCTX-M-15', 'blaOXA-1', ""aac(6')-Ib-D181Y"", 'aac(3)-IId']",9,"['Transcriptional repressor protein KorC', 'Tetracycline repressor protein class B from transposon Tn10', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['korC', 'tetR', 'repA2 copB', 'finO']","['korC', 'tetR', 'repA2', 'finO']",4,"['DDDFKJOG_00029', 'DDDFKJOG_00037', 'DDDFKJOG_00062', 'DDDFKJOG_00065', 'DDDFKJOG_00093', 'DDDFKJOG_00102']",6
NZ_CP020497.1,48173,['None'],['None'],0,"['Transcriptional repressor protein KorC', 'Cryptic phage CTXphi transcriptional repressor RstR', 'HTH-type transcriptional regulator PrtR (Pyocin repressor protein)']","['korC', 'rstR1 VC_1455; rstR2 VC_1464', 'prtR PA0611']","['korC', 'rstR1', 'prtR']",3,"['FEOAKCLA_00045', 'FEOAKCLA_00048', 'FEOAKCLA_00051', 'FEOAKCLA_00066']",4
NZ_CP020510.1,118183,"['TRIMETHOPRIM', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'BETA-LACTAM', 'GENTAMICIN', 'BETA-LACTAM', 'AMINOGLYCOSIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'RIFAMYCIN', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN', 'TETRACYCLINE']","['dfrA14', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'blaTEM-1', 'aac(3)-IId', 'blaTEM-1', 'rmtB1', 'sul1', 'aadA16', 'dfrA27', 'arr-3', ""aac(6')-Ib-D181Y"", 'tet(A)']",14,"['Tetracycline repressor protein class A from transposon 1721', 'Uxu operon transcriptional regulator', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)']","['tetR', 'uxuR b4324 JW4287', 'finO', 'repA2 copB']","['tetR', 'uxuR', 'finO', 'repA2']",4,"['EFFNPKLE_00023', 'EFFNPKLE_00050', 'EFFNPKLE_00061', 'EFFNPKLE_00101']",4
NZ_CP020511.1,85009,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['NALEGIMO_00012', 'NALEGIMO_00068', 'NALEGIMO_00071', 'NALEGIMO_00088']",4
NZ_CP020512.1,46160,"['CARBAPENEM', 'BLEOMYCIN']","['blaNDM-5', 'ble-MBL']",2,['None'],['None'],['None'],0,"['OFLMLBDK_00010', 'OFLMLBDK_00059']",2
